#Position (bp)	insert size
3869317.5	192.81170790585395
1.16079515E7	189.41888072357264
1.93465855E7	30936.907878132322
2.70852195E7	27370.191579334438
3.48238535E7	190.28693994280266
4.25624875E7	188.99524443599012
5.03011215E7	187.17821011673152
5.80397555E7	186.3540384997023
6.57783895E7	184.39148112294288
7.35170235E7	182.89487926727728
8.12556575E7	182.46585463258785
8.89942915E7	184.15657339977002
9.67329255E7	183.58460320601623
1.044715595E8	182.78456790123457
1.122101935E8	186.78243626062323
1.199488275E8	186.24641675854465
1.276874615E8	188.87834598481822
1.354260955E8	0.0
1.431647295E8	189.0477257868684
1.509033635E8	1924.840051775148
1.586419975E8	188.3689229618549
1.663806315E8	12199.099829513165
1.741192655E8	184.87983978638184
1.818578995E8	9536.311435973354
1.895965335E8	181.34354026845637
1.973351675E8	183.07864271457086
2.050738015E8	188.37704918032787
2.128124355E8	185.64693446088796
2.205510695E8	184.45746728252502
2.282897035E8	188.0099846390169
2.360283375E8	185.52583527583528
2.437669715E8	186.404386302424
2.482963555E8	183.18612716763005
2.4904395E8	189.9016393442623
2.491474935E8	178.33333333333334
2.492273505E8	184.47169811320754
2.493246215E8	190.3424283765348
2.493781395E8	177.6086956521739
2.494193325E8	188.68103448275863
2.49528459E8	186.79646017699116
2.49636853E8	189.58064516129033
2.49678084E8	197.3658536585366
2.525369325E8	187.41942604856513
2.592442395E8	31895.83202511774
2.669828735E8	185.63537492844878
2.747215075E8	15839.371882086169
2.824601415E8	266143.2920285659
2.901987755E8	2287.0521858999605
2.979374095E8	185.2760591133005
3.056760435E8	182.94281206862553
3.134146775E8	184.91290563222677
3.211533115E8	186.7001519179643
3.288919455E8	27956.58413926499
3.366305795E8	185.25609525609525
3.443692135E8	187.17165709598032
3.521078475E8	186.03776942851493
3.598464815E8	186.89986597740761
3.675851155E8	185.84776849398818
3.753237495E8	185.91455010828903
3.830623835E8	13713.035255161667
3.908010175E8	182.73652453740948
3.985396515E8	184.22177263969172
4.062782855E8	182.76229022704837
4.140169195E8	182.6493559599264
4.217555535E8	185.3453965872867
4.294941875E8	182.82305475504322
4.372328215E8	2907.2714227970896
4.449714555E8	182.7333065971526
4.527100895E8	184.74579510703364
4.604487235E8	182.7302734375
4.681873575E8	186.4345867606737
4.759259915E8	7048.133989401968
4.836646255E8	188.68589861751153
4.89713207E8	191.79763560500695
4.91973207E8	181.35185185185185
4.92130842E8	185.38095238095238
