#Position (bp)	insert size
3869317.5	78238.54025646416
1.16079515E7	184.7319828593689
1.93465855E7	186.26391592059167
2.70852195E7	24404.311766931518
3.48238535E7	184.38144329896906
4.25624875E7	183.27082163578513
5.03011215E7	181.54045118630884
5.80397555E7	29114.120116054157
6.57783895E7	179.521255850234
7.35170235E7	177.74873147960218
8.12556575E7	27557.223393868386
8.89942915E7	178.58504708821835
9.67329255E7	17370.59823484267
1.044715595E8	176.54166666666666
1.122101935E8	181.23989421987156
1.199488275E8	181.10245070941588
1.276874615E8	183.97926798054775
1.354260955E8	0.0
1.431647295E8	183.4007561436673
1.509033635E8	182.16848418756817
1.586419975E8	182.78458387637312
1.663806315E8	4476.8082629107985
1.741192655E8	179.53545893719806
1.818578995E8	179.94324525493116
1.895965335E8	176.45958429561202
1.973351675E8	177.2729982118021
2.050738015E8	183.72214891611688
2.128124355E8	180.16014717273433
2.205510695E8	179.8501357115161
2.282897035E8	183.31673076923076
2.360283375E8	180.06127642913077
2.437669715E8	180.56196621749856
2.482963555E8	177.192627824019
2.4904395E8	183.96865203761755
2.491474935E8	176.23809523809524
2.492273505E8	179.11320754716982
2.493246215E8	183.0451745379877
2.493781395E8	172.62857142857143
2.494193325E8	186.9857142857143
2.49528459E8	182.0782608695652
2.49636853E8	188.43243243243242
2.49678084E8	189.46666666666667
2.525369325E8	182.21735443753533
2.592442395E8	47211.7168543766
2.669828735E8	180.47408270238788
2.747215075E8	181.36697981211273
2.824601415E8	334856.43606684805
2.901987755E8	180.1649721849223
2.979374095E8	179.75697605382942
3.056760435E8	4856.804198548166
3.134146775E8	180.07385938668662
3.211533115E8	181.8875471698113
3.288919455E8	176.9475890985325
3.366305795E8	180.74235645041014
3.443692135E8	181.73637103336046
3.521078475E8	181.01899485555995
3.598464815E8	181.224043715847
3.675851155E8	179.81575757575757
3.753237495E8	180.31652381901534
3.830623835E8	180.35747663551402
3.908010175E8	177.0683656957929
3.985396515E8	181.14577259475217
4.062782855E8	178.43308299634123
4.140169195E8	177.132800608828
4.217555535E8	179.6389360498019
4.294941875E8	177.99943513462625
4.372328215E8	177.03411095863555
4.449714555E8	177.56213704994192
4.527100895E8	179.70571151984512
4.604487235E8	177.74356081970296
4.681873575E8	181.28866587957498
4.759259915E8	179.5581668625147
4.836646255E8	183.4727962085308
4.89713207E8	186.28824833702882
4.91973207E8	182.94214876033058
4.92130842E8	177.3978494623656
4.93740159E8	88361.81956864808
4.991418935E8	181.37252234745432
5.068805275E8	182.6368843069874
5.146191615E8	178.3234207968902
5.223577955E8	9995.03034537832
5.300964295E8	180.4479680972275
5.378350635E8	183.32709739633557
5.455736975E8	183.43191116306252
5.533123315E8	179.98372840498192
5.610509655E8	180.65050266114724
5.687895995E8	7450.047579298832
5.765282335E8	175.4285131552111
5.842668675E8	173.39705114822547
5.920055015E8	177.7706883217324
5.997441355E8	177.41181071568244
6.074827695E8	178.27718342734877
6.152214035E8	181.4150056412185
6.229600375E8	182.25151101579254
6.306986715E8	181.4102961099284
6.384373055E8	177.51135458167332
6.461759395E8	178.75155046043977
6.539145735E8	177.0858254813601
6.616532075E8	177.91212586339216
6.693918415E8	178.00906344410876
6.771304755E8	180.9959847036329
6.848691095E8	180.2648401826484
6.896208635E8	182.47659574468085
6.90580999E8	176.34153846153845
6.93567879E8	186.2619168356998
7.003463775E8	183.38303193535975
7.080850115E8	179.1736656200942
7.158236455E8	1277.0004074149522
7.235622795E8	175.70842017507294
7.313009135E8	179.81917498587305
7.390395475E8	174.0073244291254
7.467781815E8	12290.227848101265
7.545168155E8	175.83030814689744
7.622554495E8	177.50451334379906
7.699940835E8	178.76429382809542
7.777327175E8	177.97585007727974
7.854713515E8	177.22922817376633
7.932099855E8	177.5016107636915
8.009486195E8	178.26380952380953
8.086872535E8	176.81827111984282
8.164258875E8	177.670703125
8.241645215E8	175.84203794500107
8.319031555E8	178.06270756007032
8.396417895E8	178.73664717348927
8.473804235E8	4723.841901816776
8.551190575E8	176.62484774665043
8.628576915E8	178.1157536985206
8.705963255E8	178.74020319303338
8.776694475E8	181.07252747252747
8.80978107E8	180.09070796460176
8.81643619E8	188.07036535859268
8.860735935E8	181.98708602374506
8.938122275E8	179.18172790466733
9.015508615E8	177.73252216951948
9.092894955E8	176.34358974358975
9.170281295E8	5263.135353915663
9.247667635E8	178.20896106437095
9.325053975E8	15000.009946859245
9.402440315E8	179.67276119402985
9.479826655E8	179.53923948220066
9.557212995E8	19513.440161104718
9.634599335E8	177.99278471138845
9.711985675E8	177.15515903801398
9.789372015E8	176.62581261950288
9.866758355E8	176.56204523107178
9.944144695E8	179.42563321272138
1.0021531035E9	177.50275699094132
1.0098917375E9	179.25042237657217
1.0176303715E9	182.5394406943105
1.0253690055E9	180.11654425976033
1.0331076395E9	182.03224537947307
1.0408462735E9	178.8997084548105
1.0485849075E9	179.64310379849684
1.0563235415E9	183.71294851794073
1.0614070395E9	184.3570019723866
1.062667565E9	179.28205128205127
1.065322701E9	182.98104793756968
1.0718008095E9	180.78625808907498
1.0795394435E9	181.0102435253189
1.0872780775E9	181.92412566686426
1.0950167115E9	184.29773082942097
1.1027553455E9	183.70581592320724
1.1104939795E9	179.50587766487348
1.1182326135E9	13180.996069048026
1.1259712475E9	176.955421686747
1.1337098815E9	177.79067055393585
1.1414485155E9	177.1517213771017
1.1491871495E9	179.3001715265866
1.1569257835E9	176.23804637800123
1.1646644175E9	177.413061059442
1.1724030515E9	180.019895692486
1.1801416855E9	177.8440473878423
1.1878803195E9	177.44051130776793
1.1956189535E9	178.48618677042802
1.2033575875E9	178.60950896336712
1.2110962215E9	179.6722309505106
1.2188348555E9	180.36464608433735
1.2265734895E9	181.45587943684316
1.2319813475E9	183.45521992580817
1.2358506645E9	36091.65400993612
1.2420507575E9	180.03183558331654
1.2497893915E9	176.58546325878595
1.2575280255E9	22011.044206170052
1.2652666595E9	180.77366807205826
1.2730052935E9	180.18839182414192
1.2807439275E9	29738.851076320938
1.2884825615E9	179.96127247579528
1.2962211955E9	181.48436600805678
1.3039598295E9	22599.078540261802
1.3116984635E9	11124.23247453565
1.3194370975E9	176.42594124948283
1.3271757315E9	177.68214004720693
1.3349143655E9	183.83724110980853
1.3426529995E9	179.1384248210024
1.3503916335E9	176.7897131552918
1.3581302675E9	178.03746978243353
1.3658689015E9	181.72305331799004
1.3736075355E9	180.82314990512333
1.3813461695E9	180.8829417773238
1.389040674E9	183.28324056895485
1.392909991E9	189.85714285714286
1.3968234375E9	15919.565102579727
1.4045620715E9	181.1514355034371
1.4123007055E9	17833.968837395125
1.4200393395E9	2742.5168100078185
1.4277779735E9	179.92429541246656
1.4355166075E9	179.08864998237576
1.4432552415E9	178.53100697906282
1.4509938755E9	179.41578236542543
1.4587325095E9	179.09067562228367
1.4664711435E9	178.21710398445092
1.4742097775E9	177.42040898155574
1.4819484115E9	177.79183361953827
1.4896870455E9	179.9358525345622
1.4974256795E9	179.13289760348584
1.5051643135E9	176.06303202269964
1.5129029475E9	179.80765456329735
1.5206415815E9	181.0817018072289
1.5283802155E9	181.9533306741125
1.535127015E9	187.29314159292036
1.538996332E9	92655.86775631501
1.5438574835E9	179.2650554675119
1.5515961175E9	21097.188504823152
1.5593347515E9	178.18429833169773
1.5670733855E9	177.28213290887385
1.5748120195E9	15914.119379540545
1.5825506535E9	179.34800202326758
1.5902892875E9	0.0
1.5980279215E9	179.5659114315139
1.6057665555E9	5505.473487348735
1.6135051895E9	179.0854261419814
1.6212438235E9	179.15813859790492
1.6289824575E9	182.65845680200115
1.6367210915E9	180.8220521875613
1.6444597255E9	180.16507874781257
1.6521983595E9	181.1797685554669
1.6599369935E9	181.63941463414633
1.6676756275E9	186.336860670194
1.6739720795E9	189.09744623655914
1.6764192455E9	177.9090909090909
1.6764583035E9	176.16216216216216
1.676565753E9	178.34306569343065
1.6766737005E9	180.97826086956522
1.677988402E9	60525.667816091955
1.6831528955E9	180.5340689121177
1.6908915295E9	18663.99980945122
1.6986301635E9	11683.757394084732
1.7063687975E9	180.3898144642181
1.7141074315E9	845.3003597122303
1.7218460655E9	184.55754690562867
1.7295846995E9	177.7248968363136
1.7373233335E9	178.53740965032233
1.7450619675E9	182.05310957551825
1.7528006015E9	181.7931911563295
1.7605392355E9	180.61135284810126
1.7682778695E9	179.40246142542247
1.7760165035E9	182.43233944954127
1.7837551375E9	179.58962356153697
1.7914937715E9	180.905065815716
1.7992324055E9	183.10214424951266
1.806796185E9	185.4225941422594
1.810584805E9	191.0344827586207
1.8107596595E9	183.47826086956522
1.8147096735E9	183.44841592201462
1.8224483075E9	181.11212592304702
1.8301869415E9	179.75107128944293
1.8379255755E9	177.52513739059637
1.8456642095E9	179.77553789494087
1.8534028435E9	179.94701446912575
1.8611414775E9	180.63797674892922
1.8688801115E9	1362.7043701799487
1.8766187455E9	186.64389275074478
1.8843573795E9	183.78385667501445
1.8920960135E9	7935.904835890464
1.8998346475E9	178.1702978213072
1.9075732815E9	178.07414596273293
1.9153119155E9	178.27102453643005
1.9230505495E9	180.49399173864063
1.9307891835E9	183.70189035916823
1.9385278175E9	181.3861328125
1.9440813595E9	183.80107790298874
1.9458157425E9	199.3235294117647
1.9480008345E9	182.8539972899729
1.9540050855E9	20716.61801980198
1.9617437195E9	179.03319583578866
1.9694823535E9	19598.736517719568
1.9772209875E9	12500.444127165429
1.9849596215E9	178.63716814159292
1.9926982555E9	180.10759137769446
2.0004368895E9	183.66175908221797
2.0081755235E9	177.9887551785362
2.0159141575E9	178.57539917208751
2.0236527915E9	177.24127046754785
2.0313914255E9	176.55693069306932
2.0391300595E9	178.90764684152197
2.0468686935E9	180.4265375854214
2.0546073275E9	182.98469481836622
2.0623459615E9	183.63729838709676
2.0700845955E9	183.20463166300658
2.076547561E9	184.79348166718896
2.080416878E9	0.0
2.0855618635E9	0.0
2.0933004975E9	179.52205882352942
2.1010391315E9	180.72950675794277
